Year,Country,Clean GW,Fossil GW,Gas and Other Fossil GW,"Hydro, Bioenergy and Other Renewables GW",Renewables GW,Wind and Solar GW,Bioenergy GW,Coal GW,Gas GW,Hydro GW,Nuclear GW,Other Fossil GW,Other Renewables GW,Solar GW,Wind GW,Demand TWh,Demand per capita MWh,Clean %,Fossil %,Gas and Other Fossil %,"Hydro, Bioenergy and Other Renewables %",Renewables %,Wind and Solar %,Clean TWh,Fossil TWh,Gas and Other Fossil TWh,"Hydro, Bioenergy and Other Renewables TWh",Renewables TWh,Wind and Solar TWh,Bioenergy %,Coal %,Gas %,Hydro %,Nuclear %,Other Fossil %,Other Renewables %,Solar %,Wind %,Bioenergy TWh,Coal TWh,Gas TWh,Hydro TWh,Nuclear TWh,Other Fossil TWh,Other Renewables TWh,Solar TWh,Wind TWh,Total Generation TWh,Net Imports TWh,Clean mtCO2,Fossil mtCO2,Gas and Other Fossil mtCO2,"Hydro, Bioenergy and Other Renewables mtCO2",Renewables mtCO2,Wind and Solar mtCO2,CO2 intensity gCO2/kWh,Bioenergy mtCO2,Coal mtCO2,Gas mtCO2,Hydro mtCO2,Nuclear mtCO2,Other Fossil mtCO2,Other Renewables mtCO2,Solar mtCO2,Wind mtCO2,Total emissions mtCO2,"GDP per capita,PPP"
2000,Latvia,1.51,0.58,0.58,1.51,1.51,0,0,0,0.58,1.51,0,0,0,0,0,5.93,2.48,68.12,31.88,31.88,68.12,68.12,0,2.82,1.32,1.32,2.82,2.82,0,0,0,27.29,68.12,0,4.59,0,0,0,0,0,1.13,2.82,0,0.19,0,0,0,4.14,1.79,0.07,0.54,0.54,0.07,0.07,0,147.34,0,0,0.41,0.07,0,0.13,0,0,0,0.61,12989.898
2001,Latvia,1.52,0.57,0.57,1.52,1.52,0,0,0,0.57,1.52,0,0,0,0,0,6.15,2.61,66.28,33.72,33.72,66.28,66.28,0,2.83,1.44,1.44,2.83,2.83,0,0,0,30.44,66.28,0,3.28,0,0,0,0,0,1.3,2.83,0,0.14,0,0,0,4.27,1.88,0.07,0.56,0.56,0.07,0.07,0,147.54,0,0,0.47,0.07,0,0.09,0,0,0,0.63,13990.844
2002,Latvia,1.56,0.58,0.58,1.54,1.56,0.02,0.01,0,0.58,1.53,0,0,0,0,0.02,6.32,2.72,62.46,37.53,37.53,62.21,62.46,0.25,2.48,1.49,1.49,2.47,2.48,0.01,0.25,0,33,61.96,0,4.53,0,0,0.25,0.01,0,1.31,2.46,0,0.18,0,0,0.01,3.97,2.35,0.06,0.6,0.6,0.06,0.06,0,166.25,0,0,0.48,0.06,0,0.12,0,0,0,0.66,15157.621
2003,Latvia,1.58,0.59,0.59,1.55,1.58,0.03,0.01,0,0.59,1.54,0,0,0,0,0.03,6.6,2.88,58.94,41.06,41.06,57.68,58.94,1.26,2.34,1.63,1.63,2.29,2.34,0.05,0.5,0,38.54,57.18,0,2.52,0,0,1.26,0.02,0,1.53,2.27,0,0.1,0,0,0.05,3.97,2.63,0.05,0.63,0.63,0.05,0.05,0,171.29,0,0,0.56,0.05,0,0.07,0,0,0,0.68,16593.918
2004,Latvia,1.58,0.59,0.59,1.55,1.58,0.03,0.01,0,0.59,1.54,0,0,0,0,0.03,6.79,3,68.23,31.77,31.77,67.16,68.23,1.07,3.2,1.49,1.49,3.15,3.2,0.05,0.85,0,30.49,66.31,0,1.28,0,0,1.07,0.04,0,1.43,3.11,0,0.06,0,0,0.05,4.69,2.1,0.08,0.56,0.56,0.08,0.08,0,136.46,0.01,0,0.52,0.07,0,0.04,0,0,0,0.64,18165.75
2005,Latvia,1.58,0.59,0.59,1.55,1.58,0.03,0.01,0,0.59,1.54,0,0,0,0,0.03,7.07,3.17,69.51,30.48,30.48,68.49,69.51,1.02,3.42,1.5,1.5,3.37,3.42,0.05,0.81,0,30.28,67.68,0,0.2,0,0,1.02,0.04,0,1.49,3.33,0,0.01,0,0,0.05,4.92,2.15,0.09,0.55,0.55,0.09,0.09,0,130.08,0.01,0,0.54,0.08,0,0.01,0,0,0,0.64,20331.7
2006,Latvia,1.58,0.58,0.58,1.55,1.58,0.03,0.01,0,0.58,1.54,0,0,0,0,0.03,7.4,3.36,57.05,42.94,42.94,56.03,57.05,1.02,2.79,2.1,2.1,2.74,2.79,0.05,0.82,0,42.94,55.21,0,0,0,0,1.02,0.04,0,2.1,2.7,0,0,0,0,0.05,4.89,2.51,0.07,0.77,0.77,0.07,0.07,0,171.78,0.01,0,0.77,0.06,0,0,0,0,0,0.84,22975.562
2007,Latvia,1.58,0.56,0.56,1.55,1.58,0.03,0.01,0,0.56,1.54,0,0,0,0,0.03,7.76,3.57,59.24,40.76,40.76,58.19,59.24,1.05,2.82,1.94,1.94,2.77,2.82,0.05,0.84,0,40.34,57.35,0,0.42,0,0,1.05,0.04,0,1.92,2.73,0,0.02,0,0,0.05,4.76,3,0.07,0.71,0.71,0.07,0.07,0,163.87,0.01,0,0.7,0.06,0,0.01,0,0,0,0.78,25466.783
2008,Latvia,1.58,0.58,0.58,1.55,1.58,0.03,0.01,0,0.58,1.54,0,0,0,0,0.03,7.79,3.62,60.91,39.09,39.09,59.77,60.91,1.14,3.21,2.06,2.06,3.15,3.21,0.06,0.76,0,39.09,59.01,0,0,0,0,1.14,0.04,0,2.06,3.11,0,0,0,0,0.06,5.27,2.52,0.08,0.75,0.75,0.08,0.08,0,157.5,0.01,0,0.75,0.07,0,0,0,0,0,0.83,24899.646
2009,Latvia,1.58,0.93,0.93,1.55,1.58,0.03,0.01,0,0.93,1.54,0,0,0,0,0.03,7.22,3.4,63.92,36.09,36.09,63.02,63.92,0.9,3.56,2.01,2.01,3.51,3.56,0.05,0.9,0,36.09,62.12,0,0,0,0,0.9,0.05,0,2.01,3.46,0,0,0,0,0.05,5.57,1.65,0.09,0.73,0.73,0.09,0.09,0,147.22,0.01,0,0.73,0.08,0,0,0,0,0,0.82,21704.324
2010,Latvia,1.63,0.94,0.94,1.6,1.63,0.03,0.02,0,0.94,1.58,0,0,0,0,0.03,7.5,3.57,54.9,45.1,45.1,54.15,54.9,0.75,3.64,2.99,2.99,3.59,3.64,0.05,1.06,0,45.1,53.09,0,0,0,0,0.75,0.07,0,2.99,3.52,0,0,0,0,0.05,6.63,0.87,0.1,1.09,1.09,0.1,0.1,0,179.49,0.02,0,1.09,0.08,0,0,0,0,0,1.19,21173.402
2011,Latvia,1.65,0.94,0.94,1.61,1.65,0.04,0.03,0,0.94,1.58,0,0,0,0,0.04,7.33,3.53,50.57,49.43,49.43,49.42,50.57,1.15,3.08,3.01,3.01,3.01,3.08,0.07,1.97,0,49.43,47.45,0,0,0,0,1.15,0.12,0,3.01,2.89,0,0,0,0,0.07,6.09,1.24,0.1,1.1,1.1,0.1,0.1,0,197.04,0.03,0,1.1,0.07,0,0,0,0,0,1.2,22117.406
2012,Latvia,1.71,0.96,0.96,1.65,1.71,0.06,0.07,0,0.96,1.58,0,0,0,0,0.06,7.86,3.83,66.61,33.39,33.39,64.83,66.61,1.78,4.11,2.06,2.06,4,4.11,0.11,4.7,0,33.39,60.13,0,0,0,0,1.78,0.29,0,2.06,3.71,0,0,0,0,0.11,6.17,1.69,0.15,0.75,0.75,0.15,0.15,0,145.87,0.06,0,0.75,0.09,0,0,0,0,0,0.9,23970.453
2013,Latvia,1.77,1.15,1.15,1.7,1.77,0.07,0.11,0,1.15,1.59,0,0,0,0,0.07,7.56,3.72,56.94,43.06,43.06,55,56.94,1.94,3.53,2.67,2.67,3.41,3.53,0.12,8.06,0,43.06,46.94,0,0,0,0,1.94,0.5,0,2.67,2.91,0,0,0,0,0.12,6.2,1.36,0.18,0.98,0.98,0.18,0.18,0,187.1,0.11,0,0.98,0.07,0,0,0,0,0,1.16,24715.066
2014,Latvia,1.78,1.14,1.14,1.71,1.78,0.07,0.12,0,1.14,1.59,0,0,0,0,0.07,7.46,3.71,54.48,45.53,45.53,51.76,54.48,2.72,2.8,2.34,2.34,2.66,2.8,0.14,13.04,0,45.53,38.72,0,0,0,0,2.72,0.67,0,2.34,1.99,0,0,0,0,0.14,5.14,2.32,0.19,0.85,0.85,0.19,0.19,0,202.34,0.14,0,0.85,0.05,0,0,0,0,0,1.04,25423.488
2015,Latvia,1.79,1.15,1.15,1.72,1.79,0.07,0.13,0,1.15,1.59,0,0,0,0,0.07,7.36,3.7,50.18,49.82,49.82,47.47,50.18,2.71,2.78,2.76,2.76,2.63,2.78,0.15,13.9,0,49.82,33.57,0,0,0,0,2.71,0.77,0,2.76,1.86,0,0,0,0,0.15,5.54,1.82,0.21,1.01,1.01,0.21,0.21,0,220.22,0.17,0,1.01,0.04,0,0,0,0,0,1.22,26628.355
2016,Latvia,1.77,1.15,1.15,1.7,1.77,0.07,0.14,0,1.15,1.56,0,0,0,0,0.07,7.45,3.78,54.2,45.79,45.79,52.18,54.2,2.02,3.48,2.94,2.94,3.35,3.48,0.13,12.77,0,45.79,39.41,0,0,0,0,2.02,0.82,0,2.94,2.53,0,0,0,0,0.13,6.42,1.03,0.24,1.07,1.07,0.24,0.24,0,204.05,0.18,0,1.07,0.06,0,0,0,0,0,1.31,27509.336
2017,Latvia,1.79,1.15,1.15,1.71,1.79,0.08,0.15,0,1.15,1.56,0,0,0,0,0.08,7.47,3.82,72.51,27.49,27.49,70.52,72.51,1.99,5.46,2.07,2.07,5.31,5.46,0.15,12.35,0,27.49,58.17,0,0,0,0,1.99,0.93,0,2.07,4.38,0,0,0,0,0.15,7.53,-0.06,0.3,0.76,0.76,0.3,0.3,0,140.77,0.2,0,0.76,0.1,0,0,0,0,0,1.06,28673.562
2018,Latvia,1.77,1.14,1.14,1.69,1.77,0.08,0.13,0,1.14,1.56,0,0,0,0,0.08,7.63,3.94,51.94,48.07,48.07,50.15,51.94,1.79,3.49,3.23,3.23,3.37,3.49,0.12,13.99,0,47.92,36.16,0,0.15,0,0,1.79,0.94,0,3.22,2.43,0,0.01,0,0,0.12,6.72,0.91,0.26,1.19,1.19,0.26,0.26,0,215.77,0.2,0,1.18,0.06,0,0.01,0,0,0,1.45,30051.018
2019,Latvia,1.83,1.11,1.11,1.75,1.83,0.08,0.16,0,1.11,1.59,0,0,0,0,0.08,7.56,3.95,49.53,50.47,50.47,47.2,49.53,2.33,3.19,3.25,3.25,3.04,3.19,0.15,14.44,0,50.47,32.76,0,0,0,0,2.33,0.93,0,3.25,2.11,0,0,0,0,0.15,6.44,1.12,0.25,1.19,1.19,0.25,0.25,0,223.6,0.2,0,1.19,0.05,0,0,0,0,0,1.44,30438.453
2020,Latvia,1.84,1.12,1.12,1.75,1.84,0.09,0.16,0,1.12,1.59,0,0,0,0.01,0.08,7.35,3.87,63.63,36.36,36.36,60.48,63.63,3.15,3.64,2.08,2.08,3.46,3.64,0.18,15.03,0,36.36,45.45,0,0,0,0,3.15,0.86,0,2.08,2.6,0,0,0,0,0.18,5.72,1.63,0.25,0.76,0.76,0.25,0.25,0,176.57,0.19,0,0.76,0.06,0,0,0,0,0,1.01,29575.568
2021,Latvia,1.83,1.12,1.12,1.74,1.83,0.09,0.15,0,1.12,1.59,0,0,0,0.01,0.08,7.62,4.07,63.58,36.41,36.41,61.02,63.58,2.56,3.72,2.13,2.13,3.57,3.72,0.15,14.7,0,36.41,46.32,0,0,0,0.17,2.39,0.86,0,2.13,2.71,0,0,0,0.01,0.14,5.85,1.77,0.25,0.78,0.78,0.25,0.25,0,176.07,0.19,0,0.78,0.06,0,0,0,0,0,1.03,31833.842
2022,Latvia,1.92,1.09,1.09,1.73,1.92,0.19,0.14,0,1.09,1.59,0,0,0,0.11,0.08,7.3,3.9,75.75,24.25,24.25,71.14,75.75,4.61,3.78,1.21,1.21,3.55,3.78,0.23,16.03,0,24.25,55.11,0,0,0,0.8,3.81,0.8,0,1.21,2.75,0,0,0,0.04,0.19,4.99,2.31,0.24,0.44,0.44,0.24,0.24,0,136.27,0.17,0,0.44,0.07,0,0,0,0,0,0.68,32992.383
2000,France,87.18,34.55,26.15,23.95,24,0.05,0.22,8.4,25.27,23.3,63.18,0.88,0.43,0.01,0.04,463.08,7.89,90.7,9.31,4.24,12.73,12.74,0.01,482.99,49.57,22.57,67.77,67.83,0.06,0.47,5.07,2.16,12.16,77.96,2.08,0.1,0,0.01,2.48,27,11.51,64.78,415.16,11.06,0.51,0.01,0.05,532.56,-69.48,4.1,38.38,12.29,2.1,2.1,0,79.77,0.54,26.09,5.01,1.54,2,7.28,0.02,0,0,42.48,39726.49
2001,France,87.25,35.45,27.05,23.99,24.07,0.08,0.22,8.4,26.17,23.32,63.18,0.88,0.45,0.01,0.07,474.21,8.04,91.62,8.37,4.6,14,14.02,0.02,497.17,45.43,24.95,75.95,76.09,0.14,0.53,3.77,2.79,13.38,77.6,1.81,0.09,0,0.02,2.85,20.48,15.15,72.62,421.08,9.8,0.48,0.01,0.13,542.6,-68.39,4.4,32.84,13.04,2.37,2.37,0,68.63,0.62,19.8,6.59,1.73,2.03,6.45,0.02,0,0,37.24,40220.1
2002,France,87.59,36.19,27.79,24.17,24.32,0.15,0.26,8.4,26.91,23.42,63.27,0.88,0.49,0.01,0.14,474.21,7.99,90.6,9.39,5.1,11.32,11.37,0.05,499.45,51.79,28.13,62.41,62.69,0.28,0.55,4.29,3.33,10.68,79.23,1.77,0.09,0,0.05,3.04,23.66,18.37,58.88,436.76,9.76,0.49,0.01,0.27,551.24,-77.03,4.19,37.27,14.41,2.08,2.08,0,75.21,0.66,22.86,7.99,1.4,2.11,6.42,0.02,0,0,41.46,40381.46
2003,France,87.79,35.79,27.39,24.2,24.43,0.23,0.26,8.4,26.51,23.43,63.36,0.88,0.51,0.01,0.22,492.72,8.25,89.89,10.12,5.42,10.93,11,0.07,502.54,56.59,30.33,61.07,61.47,0.4,0.58,4.7,3.46,10.26,78.89,1.96,0.09,0,0.07,3.23,26.26,19.37,57.35,441.07,10.96,0.49,0.01,0.39,559.13,-66.41,4.21,41,15.64,2.08,2.08,0,80.86,0.7,25.36,8.43,1.36,2.13,7.21,0.02,0,0,45.21,40425.637
2004,France,87.88,35.54,27.09,24.15,24.52,0.37,0.28,8.45,26.17,23.32,63.36,0.92,0.55,0.01,0.36,504.39,8.39,90.16,9.82,5.52,10.91,11.01,0.1,510.66,55.64,31.27,61.82,62.42,0.6,0.58,4.3,3.72,10.25,79.15,1.8,0.08,0,0.1,3.31,24.37,21.05,58.04,448.24,10.22,0.47,0.01,0.59,566.3,-61.91,4.29,39.42,15.88,2.12,2.13,0.01,77.19,0.72,23.54,9.16,1.38,2.16,6.72,0.02,0,0.01,43.71,41265.125
2005,France,88.13,34.09,26.37,24.17,24.87,0.7,0.29,7.72,25.45,23.33,63.26,0.92,0.55,0.01,0.69,508.81,8.41,89,11,6.17,9.49,9.66,0.17,506.51,62.63,35.12,54.01,54.98,0.97,0.6,4.83,4.05,8.81,79.34,2.12,0.08,0,0.17,3.39,27.51,23.07,50.14,451.53,12.05,0.48,0.01,0.96,569.14,-60.33,4.13,44.55,17.97,1.94,1.95,0.01,85.53,0.73,26.58,10.04,1.19,2.18,7.93,0.02,0,0.01,48.68,41638.03
2006,France,88.9,33.09,25.56,24.22,25.64,1.42,0.3,7.53,24.64,23.34,63.26,0.92,0.58,0.01,1.41,503.96,8.27,90.09,9.91,5.88,10.35,10.73,0.38,511.1,56.2,33.31,58.72,60.91,2.19,0.6,4.03,3.84,9.67,79.36,2.04,0.08,0,0.38,3.38,22.89,21.76,54.88,450.19,11.55,0.46,0.01,2.18,567.3,-63.34,4.25,39.19,17.07,2.05,2.08,0.03,76.57,0.73,22.12,9.47,1.3,2.17,7.6,0.02,0,0.03,43.44,42362.984
2007,France,89.8,32.94,25.41,24.29,26.54,2.25,0.35,7.53,24.37,23.35,63.26,1.04,0.59,0.03,2.22,505.03,8.24,89.71,10.28,5.93,10.72,11.44,0.72,504.03,57.81,33.36,60.21,64.3,4.09,0.67,4.35,3.91,9.97,78.27,2.02,0.08,0,0.72,3.75,24.45,21.99,55.99,439.73,11.37,0.47,0.02,4.07,561.84,-56.81,4.33,40.68,17.05,2.16,2.21,0.05,80.11,0.81,23.63,9.57,1.33,2.12,7.48,0.02,0,0.05,45.01,43123.5
2008,France,91.06,33.34,25.71,24.32,27.8,3.48,0.38,7.63,24.23,23.31,63.26,1.48,0.63,0.08,3.4,518.99,8.41,90.26,9.74,5.67,11.74,12.75,1.01,511.78,55.2,32.14,66.6,72.33,5.73,0.7,4.07,3.86,10.96,77.51,1.81,0.08,0.01,1,3.97,23.06,21.88,62.16,439.45,10.26,0.47,0.04,5.69,566.98,-47.99,4.55,38.56,16.27,2.36,2.43,0.07,76.03,0.86,22.29,9.52,1.48,2.12,6.75,0.02,0,0.07,43.11,42993.06
2009,France,92.43,35.13,27.5,24.44,29.3,4.86,0.41,7.63,25.82,23.4,63.13,1.68,0.63,0.28,4.58,502.94,8.1,90.36,9.65,5.55,11.36,12.89,1.53,477.89,50.98,29.31,60.07,68.15,8.08,0.78,4.1,3.88,10.49,77.47,1.67,0.09,0.03,1.5,4.13,21.67,20.5,55.49,409.74,8.81,0.45,0.17,7.91,528.87,-25.93,4.32,35.66,14.72,2.23,2.34,0.11,75.6,0.89,20.94,8.92,1.32,1.98,5.8,0.02,0.01,0.1,39.98,41544.023
2010,France,94.84,36.37,28.74,24.76,31.71,6.95,0.52,7.63,27.02,23.62,63.13,1.72,0.62,1.04,5.91,531.65,8.51,89.84,10.17,6.02,11.76,13.64,1.88,505.2,57.16,33.8,66.12,76.68,10.56,0.79,4.15,4.23,10.88,76.2,1.79,0.09,0.11,1.77,4.44,23.36,23.76,61.2,428.52,10.04,0.48,0.62,9.94,562.36,-30.71,4.65,39.53,16.95,2.43,2.58,0.15,78.56,0.96,22.58,10.34,1.45,2.07,6.61,0.02,0.03,0.12,44.18,42145.684
2011,France,98.12,36.09,28.46,25.23,34.99,9.76,0.55,7.63,26.74,23.83,63.13,1.72,0.85,3,6.76,511.01,8.14,89.61,10.4,7.34,9.05,11.64,2.59,508.41,59.01,41.62,51.32,66.02,14.7,0.89,3.06,5.2,8.06,77.97,2.14,0.1,0.41,2.18,5.04,17.39,29.49,45.74,442.39,12.13,0.54,2.33,12.37,567.42,-56.41,4.59,37.62,20.81,2.2,2.46,0.26,74.39,1.09,16.81,12.83,1.09,2.13,7.98,0.02,0.11,0.15,42.21,42862.414
2012,France,100.46,37.31,29.41,25.36,37.33,11.97,0.63,7.9,27.69,23.85,63.13,1.72,0.88,4.36,7.61,523.06,8.29,89.96,10.03,6.25,11.56,15.01,3.45,510.66,56.92,35.46,65.64,85.25,19.61,0.93,3.78,4.01,10.54,74.95,2.24,0.09,0.78,2.67,5.3,21.46,22.75,59.83,425.41,12.71,0.51,4.43,15.18,567.58,-44.52,5.04,39,18.26,2.59,2.99,0.4,77.59,1.15,20.74,9.9,1.42,2.05,8.36,0.02,0.21,0.19,44.04,42789.05
2013,France,102.05,33.55,27.24,25.48,38.92,13.44,0.76,6.31,25.52,23.84,63.13,1.72,0.88,5.28,8.16,528.28,8.34,90.7,9.3,5.17,13.54,17.24,3.7,523.1,53.64,29.8,78.1,99.42,21.32,0.98,4.13,3.19,12.47,73.46,1.98,0.09,0.9,2.8,5.68,23.84,18.39,71.92,423.68,11.41,0.5,5.19,16.13,576.74,-48.46,5.45,38.54,15.51,2.96,3.41,0.45,76.27,1.23,23.03,8,1.71,2.04,7.51,0.02,0.25,0.2,43.99,42813.934
2014,France,103.86,31.4,25.6,25.5,40.73,15.23,0.82,5.8,23.75,23.8,63.13,1.85,0.88,6.03,9.2,499.08,7.85,93.69,6.31,4.32,12.42,16.61,4.19,530.51,35.76,24.5,70.32,94.03,23.71,1.06,1.99,2.32,11.26,77.08,2,0.1,1.13,3.06,5.99,11.26,13.16,63.77,436.48,11.34,0.56,6.39,17.32,566.27,-67.19,5.46,24.07,13.19,2.84,3.35,0.51,52.15,1.3,10.88,5.73,1.52,2.11,7.46,0.02,0.3,0.21,29.53,43021.395
2015,France,106.16,29.29,25.55,25.59,43.03,17.44,0.93,3.74,23.66,23.82,63.13,1.89,0.84,7.14,10.3,510.05,7.99,92.19,7.81,5.74,10.92,16,5.08,529.27,44.84,32.95,62.67,91.84,29.17,1.14,2.07,3.68,9.68,76.19,2.06,0.1,1.35,3.73,6.53,11.89,21.14,55.56,437.43,11.81,0.58,7.75,21.42,574.11,-64.06,5.49,28.45,16.97,2.75,3.38,0.63,59.12,1.41,11.48,9.2,1.32,2.11,7.77,0.02,0.37,0.26,33.94,43345.785
2016,France,108.19,28.18,24.44,25.79,45.06,19.27,1.04,3.74,22.55,23.89,63.13,1.89,0.86,7.7,11.57,517.3,8.08,89.88,10.13,8.3,12.35,17.73,5.38,502.2,56.6,46.37,68.96,99,30.04,1.35,1.83,6.26,10.89,72.15,2.04,0.11,1.55,3.83,7.52,10.23,34.97,60.84,403.2,11.4,0.6,8.66,21.38,558.8,-41.5,5.72,32.59,22.72,3.1,3.77,0.67,68.56,1.63,9.87,15.22,1.45,1.95,7.5,0.02,0.41,0.26,38.31,43705.15
2017,France,111.17,25.15,21.41,25.93,48.04,22.11,1.09,3.74,19.52,23.98,63.13,1.89,0.86,8.61,13.5,516.29,8.05,88.24,11.76,9.46,10.51,16.65,6.14,490.99,65.43,52.62,58.43,92.63,34.2,1.4,2.3,7.28,8.99,71.59,2.18,0.12,1.72,4.42,7.78,12.81,40.5,50,398.36,12.12,0.65,9.59,24.61,556.42,-40.13,5.57,37.95,25.59,2.89,3.65,0.76,78.21,1.68,12.36,17.62,1.19,1.92,7.97,0.02,0.46,0.3,43.52,44577.066
2018,France,113.82,24.44,20.7,26.16,50.69,24.53,1.32,3.74,18.81,24,63.13,1.89,0.84,9.63,14.9,512.96,7.98,91.43,8.58,7.14,12.88,19.73,6.85,526.45,49.48,41.17,74.1,113.51,39.41,1.46,1.44,5.31,11.31,71.7,1.83,0.11,1.88,4.97,8.38,8.31,30.61,65.11,412.94,10.56,0.61,10.81,28.6,575.93,-62.97,6.23,28.29,20.27,3.38,4.24,0.86,59.94,1.81,8.02,13.32,1.55,1.99,6.95,0.02,0.51,0.35,34.52,45245.96
2019,France,116.68,22.74,19,26.38,53.55,27.17,1.4,3.74,17.11,24.14,63.13,1.89,0.84,10.74,16.43,508.05,7.89,90.52,9.48,8.84,11.7,19.99,8.29,512.06,53.66,50.02,66.16,113.05,46.89,1.53,0.64,6.95,10.06,70.53,1.89,0.11,2.15,6.14,8.64,3.64,39.31,56.91,399.01,10.71,0.61,12.17,34.72,565.72,-57.67,6.18,27.67,24.16,3.24,4.25,1.01,59.84,1.87,3.51,17.11,1.35,1.93,7.05,0.02,0.58,0.43,33.85,45922.793
2020,France,117.26,23.07,19.33,26.39,55.86,29.47,1.38,3.74,17.39,24.23,61.4,1.94,0.78,11.93,17.54,482.17,7.48,90.82,9.18,8.59,13.65,23.71,10.06,478.84,48.37,45.28,71.96,125.01,53.05,1.66,0.59,6.69,11.87,67.11,1.9,0.12,2.5,7.56,8.76,3.09,35.25,62.59,353.83,10.03,0.61,13.19,39.86,527.21,-45.04,6.23,24.92,21.94,3.4,4.52,1.12,59.09,1.89,2.98,15.34,1.49,1.71,6.6,0.02,0.63,0.49,31.15,42344.945
2021,France,121.09,22.3,19.19,26.53,59.69,33.16,1.48,3.11,17.25,24.26,61.4,1.94,0.79,14.61,18.55,505.22,7.83,91.14,8.87,7.88,12.69,22.18,9.49,501.32,48.79,43.35,69.77,121.96,52.19,1.74,0.99,6.05,10.84,68.96,1.83,0.11,2.79,6.7,9.57,5.44,33.29,59.62,379.36,10.06,0.58,15.36,36.83,550.11,-44.89,6.52,26.36,21.11,3.51,4.69,1.18,59.77,2.07,5.25,14.49,1.42,1.83,6.62,0.02,0.73,0.45,32.88,44941.438
2022,France,126.09,22.24,19.73,26.53,64.69,38.16,1.5,2.51,17.79,24.24,61.4,1.94,0.79,17.35,20.81,484.28,7.51,87.11,12.9,11.98,11.91,24.31,12.4,408.82,60.52,56.19,55.9,114.09,58.19,2.08,0.92,9.75,9.7,62.8,2.23,0.13,4.18,8.22,9.78,4.33,45.74,45.52,294.73,10.45,0.6,19.63,38.56,469.34,14.94,6.03,30.96,26.78,3.21,4.61,1.4,78.81,2.11,4.18,19.9,1.08,1.42,6.88,0.02,0.93,0.47,36.99,45904.41
2000,Austria,12.47,3.26,1.27,12.42,12.47,0.05,0.8,1.99,1.19,11.61,0,0.08,0.01,0,0.05,58.27,7.27,72.84,27.16,17.57,72.72,72.84,0.12,43.44,16.2,10.48,43.37,43.44,0.07,2.57,9.59,13.16,70.15,0,4.41,0,0,0.12,1.53,5.72,7.85,41.84,0,2.63,0,0,0.07,59.64,-1.37,1.32,10.81,5.24,1.32,1.32,0,203.39,0.33,5.57,3.51,0.99,0,1.73,0,0,0,12.13,46469.86
2001,Austria,12.52,3.72,1.86,12.44,12.52,0.08,0.79,1.86,1.67,11.64,0,0.19,0.01,0.01,0.07,61.2,7.61,69.27,30.73,19.43,69.09,69.27,0.18,42.24,18.74,11.85,42.13,42.24,0.11,2.74,11.3,14.35,66.35,0,5.08,0,0.02,0.16,1.67,6.89,8.75,40.46,0,3.1,0,0.01,0.1,60.98,0.22,1.32,12.65,5.95,1.32,1.32,0,229.09,0.36,6.7,3.91,0.96,0,2.04,0,0,0,13.97,46878.918
2002,Austria,12.42,3.72,1.86,12.3,12.42,0.12,0.79,1.86,1.67,11.5,0,0.19,0.01,0.01,0.11,61.33,7.59,69.11,30.89,19.99,68.86,69.11,0.25,41.9,18.73,12.12,41.75,41.9,0.15,2.51,10.9,15.36,66.35,0,4.63,0,0.02,0.23,1.52,6.61,9.31,40.23,0,2.81,0,0.01,0.14,60.63,0.7,1.29,12.42,6.01,1.29,1.29,0,226.13,0.33,6.41,4.16,0.96,0,1.85,0,0,0,13.71,47419.277
2003,Austria,12.86,4.38,2.52,12.52,12.86,0.34,0.8,1.86,2.15,11.54,0,0.37,0.18,0.02,0.32,63.58,7.83,60.8,39.21,24.65,60.14,60.8,0.66,35.24,22.73,14.29,34.86,35.24,0.38,2.85,14.56,19.25,57.29,0,5.4,0,0.02,0.64,1.65,8.44,11.16,33.21,0,3.13,0,0.01,0.37,57.97,5.61,1.15,15.22,7.05,1.15,1.15,0,282.39,0.36,8.17,4.99,0.79,0,2.06,0,0,0,16.37,47633.113
2004,Austria,13.18,4.51,2.65,12.57,13.18,0.61,0.81,1.86,2.25,11.58,0,0.4,0.18,0.03,0.58,64.93,7.95,64.05,35.94,23.15,62.52,64.05,1.53,39.62,22.23,14.32,38.67,39.62,0.95,3.09,12.79,17.7,59.43,0,5.45,0,0.03,1.5,1.91,7.91,10.95,36.76,0,3.37,0,0.02,0.93,61.85,3.08,1.29,14.75,7.12,1.28,1.29,0.01,259.34,0.41,7.63,4.9,0.87,0,2.22,0,0,0.01,16.04,48633.273
2005,Austria,14.25,4.54,2.68,13.4,14.25,0.85,1.39,1.86,2.25,11.8,0,0.43,0.21,0.02,0.83,66.99,8.14,63.52,36.49,25.35,61.42,63.52,2.1,40.88,23.49,16.32,39.53,40.88,1.35,3.78,11.14,20.24,57.64,0,5.11,0,0.03,2.07,2.43,7.17,13.03,37.1,0,3.29,0,0.02,1.33,64.37,2.62,1.43,14.92,7.99,1.41,1.43,0.02,254,0.53,6.93,5.83,0.88,0,2.16,0,0,0.02,16.35,49387.027
